AcademicYear,Institution,Student Type,DemographicGroup,DemographicValue,DemographicSubgroup,DemographicSubgroupValue,AvgTTD,MedTTD,Number of Degrees
2009-10,Washington State University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,None,All,2.78,2.33,1231
2009-10,Washington State University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.12,2.33,49
2009-10,Washington State University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Hispanic,2.95,2.33,50
2009-10,Washington State University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,Unknown,2.49,2.33,236
2009-10,Washington State University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Race/Ethnicity,White,2.81,2.33,872
2009-10,Washington State University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Sex,Female,2.72,2.33,706
2009-10,Washington State University,All Transfers,Pell Grant Status,Did Not Receive Pell Grant,Sex,Male,2.85,2.5,525
2009-10,Washington State University,All Transfers,Pell Grant Status,Received Pell Grant,None,All,2.83,2.75,1060
2009-10,Washington State University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.6,2.33,88
2009-10,Washington State University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Black,3.33,2.75,40
2009-10,Washington State University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,Hispanic,2.82,2.5,67
2009-10,Washington State University,All Transfers,Pell Grant Status,Received Pell Grant,Race/Ethnicity,White,2.83,2.75,735
2009-10,Washington State University,All Transfers,Pell Grant Status,Received Pell Grant,Sex,Female,2.8,2.33,588
2009-10,Washington State University,All Transfers,Pell Grant Status,Received Pell Grant,Sex,Male,2.87,2.75,472
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,None,All,2.8,2.33,1149
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.12,2.33,49
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Hispanic,2.97,2.33,47
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,Unknown,2.5,2.33,225
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Race/Ethnicity,White,2.83,2.33,805
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Female,2.74,2.33,652
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Did Not Receive Pell or WA College Grant,Sex,Male,2.86,2.33,497
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,None,All,2.81,2.5,1142
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.6,2.33,88
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Black,3.33,2.75,40
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,Hispanic,2.81,2.33,70
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Race/Ethnicity,White,2.81,2.75,802
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Female,2.77,2.33,642
2009-10,Washington State University,All Transfers,Pell or Washington College Grant Status,Received Pell or WA College Grant,Sex,Male,2.86,2.75,500
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,None,All,2.8,2.33,2291
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.79,2.33,137
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Black,3.43,2.92,49
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Hispanic,2.88,2.33,117
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,Unknown,2.55,2.33,344
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Race/Ethnicity,White,2.82,2.5,1607
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Female,2.76,2.33,1294
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Sex,Male,2.86,2.75,997
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Did Not Receive WA College Grant,2.83,2.33,1295
2009-10,Washington State University,All Transfers,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Received WA College Grant,2.77,2.5,996
2009-10,Washington State University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,None,All,2.79,2.33,137
2009-10,Washington State University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Female,2.88,2.33,70
2009-10,Washington State University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Male,2.7,2.33,67
2009-10,Washington State University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Did Not Receive WA College Grant,3.03,2.5,69
2009-10,Washington State University,All Transfers,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Received WA College Grant,2.54,2.33,68
2009-10,Washington State University,All Transfers,Race/Ethnicity,Black,None,All,3.43,2.92,49
2009-10,Washington State University,All Transfers,Race/Ethnicity,Black,Sex,Female,3.06,2.75,24
2009-10,Washington State University,All Transfers,Race/Ethnicity,Black,Sex,Male,3.78,2.92,25
2009-10,Washington State University,All Transfers,Race/Ethnicity,Black,Washington College Grant Status,Did Not Receive WA College Grant,4.1,3.33,16
2009-10,Washington State University,All Transfers,Race/Ethnicity,Black,Washington College Grant Status,Received WA College Grant,3.1,2.75,33
2009-10,Washington State University,All Transfers,Race/Ethnicity,Hispanic,None,All,2.88,2.33,117
2009-10,Washington State University,All Transfers,Race/Ethnicity,Hispanic,Sex,Female,3,2.33,68
2009-10,Washington State University,All Transfers,Race/Ethnicity,Hispanic,Sex,Male,2.71,2.5,49
2009-10,Washington State University,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Did Not Receive WA College Grant,3.05,2.33,52
2009-10,Washington State University,All Transfers,Race/Ethnicity,Hispanic,Washington College Grant Status,Received WA College Grant,2.74,2.33,65
2009-10,Washington State University,All Transfers,Race/Ethnicity,Unknown,None,All,2.55,2.33,344
2009-10,Washington State University,All Transfers,Race/Ethnicity,Unknown,Sex,Female,2.56,2.33,189
2009-10,Washington State University,All Transfers,Race/Ethnicity,Unknown,Sex,Male,2.54,2.33,155
2009-10,Washington State University,All Transfers,Race/Ethnicity,Unknown,Washington College Grant Status,Did Not Receive WA College Grant,2.51,2.33,236
2009-10,Washington State University,All Transfers,Race/Ethnicity,White,None,All,2.82,2.5,1607
2009-10,Washington State University,All Transfers,Race/Ethnicity,White,Sex,Female,2.76,2.33,922
2009-10,Washington State University,All Transfers,Race/Ethnicity,White,Sex,Male,2.91,2.75,685
2009-10,Washington State University,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Did Not Receive WA College Grant,2.85,2.5,904
2009-10,Washington State University,All Transfers,Race/Ethnicity,White,Washington College Grant Status,Received WA College Grant,2.79,2.5,703
2009-10,Washington State University,All Transfers,Residency,Non-Residents,None,All,2.61,2.33,231
2009-10,Washington State University,All Transfers,Residency,Non-Residents,Race/Ethnicity,Unknown,2.37,1.92,131
2009-10,Washington State University,All Transfers,Residency,Non-Residents,Race/Ethnicity,White,3,2.33,73
2009-10,Washington State University,All Transfers,Residency,Non-Residents,Sex,Female,2.64,2.33,119
2009-10,Washington State University,All Transfers,Residency,Non-Residents,Sex,Male,2.59,2.33,112
2009-10,Washington State University,All Transfers,Residency,WA Residents,None,All,2.83,2.5,2060
2009-10,Washington State University,All Transfers,Residency,WA Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.86,2.33,118
2009-10,Washington State University,All Transfers,Residency,WA Residents,Race/Ethnicity,Black,3.38,2.75,44
2009-10,Washington State University,All Transfers,Residency,WA Residents,Race/Ethnicity,Hispanic,2.89,2.33,116
2009-10,Washington State University,All Transfers,Residency,WA Residents,Race/Ethnicity,Unknown,2.67,2.33,213
2009-10,Washington State University,All Transfers,Residency,WA Residents,Race/Ethnicity,White,2.81,2.5,1534
2009-10,Washington State University,All Transfers,Residency,WA Residents,Sex,Female,2.77,2.33,1175
2009-10,Washington State University,All Transfers,Residency,WA Residents,Sex,Male,2.9,2.75,885
2009-10,Washington State University,All Transfers,Sex,Female,None,All,2.76,2.33,1294
2009-10,Washington State University,All Transfers,Sex,Female,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.88,2.33,70
2009-10,Washington State University,All Transfers,Sex,Female,Race/Ethnicity,Black,3.06,2.75,24
2009-10,Washington State University,All Transfers,Sex,Female,Race/Ethnicity,Hispanic,3,2.33,68
2009-10,Washington State University,All Transfers,Sex,Female,Race/Ethnicity,Unknown,2.56,2.33,189
2009-10,Washington State University,All Transfers,Sex,Female,Race/Ethnicity,White,2.76,2.33,922
2009-10,Washington State University,All Transfers,Sex,Female,Washington College Grant Status,Did Not Receive WA College Grant,2.78,2.33,733
2009-10,Washington State University,All Transfers,Sex,Female,Washington College Grant Status,Received WA College Grant,2.73,2.33,561
2009-10,Washington State University,All Transfers,Sex,Male,None,All,2.86,2.75,997
2009-10,Washington State University,All Transfers,Sex,Male,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.7,2.33,67
2009-10,Washington State University,All Transfers,Sex,Male,Race/Ethnicity,Black,3.78,2.92,25
2009-10,Washington State University,All Transfers,Sex,Male,Race/Ethnicity,Hispanic,2.71,2.5,49
2009-10,Washington State University,All Transfers,Sex,Male,Race/Ethnicity,Unknown,2.54,2.33,155
2009-10,Washington State University,All Transfers,Sex,Male,Race/Ethnicity,White,2.91,2.75,685
2009-10,Washington State University,All Transfers,Sex,Male,Washington College Grant Status,Did Not Receive WA College Grant,2.89,2.5,562
2009-10,Washington State University,All Transfers,Sex,Male,Washington College Grant Status,Received WA College Grant,2.83,2.75,435
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,None,All,2.81,2.33,1589
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.8,2.33,92
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Black,3.53,2.75,40
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Hispanic,2.99,2.75,89
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Unknown,2.52,2.33,241
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,White,2.83,2.5,1102
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Female,2.82,2.33,964
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Sex,Male,2.79,2.5,625
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,2.85,2.33,913
2009-10,Washington State University,All Transfers,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Received WA College Grant,2.76,2.33,676
2009-10,Washington State University,All Transfers,STEM or High Demand Status,STEM or High Demand,None,All,2.79,2.33,702
2009-10,Washington State University,All Transfers,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,2.77,2.5,45
